Years_At_Company,Performance_Score,Monthly_Salary,Remote_Work_Frequency,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
5,5,7500,25,21,1,4.07,FALSE
4,3,7800,50,84,2,1.26,TRUE
3,2,6600,75,68,0,3.46,FALSE
8,5,6750,100,95,1,3.23,FALSE
5,3,7800,50,99,0,3.6,FALSE
3,1,4400,50,63,1,4.41,FALSE
2,3,7800,75,55,2,2.18,FALSE
7,2,5400,0,0,2,2.33,FALSE
6,5,6000,75,66,1,1.62,FALSE
0,1,3850,100,73,2,4.76,FALSE
1,1,6600,75,49,0,4.15,FALSE
2,1,6050,75,53,2,1.46,FALSE
0,5,5250,25,52,1,2.84,FALSE
8,1,6600,25,65,0,1.83,TRUE
0,4,4900,75,79,1,2.06,FALSE
8,2,6600,0,87,2,3.21,FALSE
2,4,5600,50,0,1,1.93,FALSE
9,1,6600,25,42,2,1.93,FALSE
0,2,6000,75,13,1,1.45,FALSE
2,3,7800,50,44,0,2.84,FALSE
5,4,5600,100,55,1,3.58,FALSE
1,5,7500,25,75,1,2.2,FALSE
7,4,4900,25,31,2,1.4,FALSE
0,5,8250,25,50,2,3.94,FALSE
1,2,4200,100,32,1,4.27,FALSE
1,4,6300,0,84,2,2.62,FALSE
4,3,7800,75,84,2,3.73,FALSE
2,3,6500,100,79,0,4.5,FALSE
8,5,8250,0,58,2,3.1,FALSE
8,5,8250,75,86,1,2.77,FALSE
3,4,8400,100,86,0,3.81,FALSE
9,1,3850,100,96,1,2.2,FALSE
9,1,3850,50,19,2,4.94,FALSE
0,2,5400,75,6,2,2.17,FALSE
4,1,6050,50,71,1,1.51,TRUE
2,5,9000,50,3,1,4.32,FALSE
0,2,4800,50,65,2,1.33,FALSE
4,5,7500,50,33,0,3.26,FALSE
8,1,6600,0,69,2,4.61,FALSE
4,3,4550,100,35,0,1.25,FALSE
5,4,7000,50,40,0,3.18,FALSE
6,5,6750,100,27,1,4.36,FALSE
9,3,7800,100,53,1,1.55,FALSE
8,4,7700,0,81,0,4.79,FALSE
9,4,8400,75,9,0,1.67,FALSE
8,4,5600,75,5,0,2.57,FALSE
7,3,4550,25,28,1,2.29,FALSE
1,4,8400,100,7,0,1.74,FALSE
0,5,9000,100,26,1,1.31,FALSE
7,3,4550,0,46,2,2.91,TRUE
4,3,7800,0,34,0,4.02,FALSE
9,5,6000,25,84,0,3.38,FALSE
0,1,4950,25,10,2,3.49,TRUE
4,5,9000,0,18,2,4.58,FALSE
8,1,4400,100,36,0,1.73,FALSE
0,2,4200,50,58,2,4.17,FALSE
3,1,3850,100,95,1,1.34,FALSE
0,5,9000,75,57,1,1.69,FALSE
7,2,7200,25,24,2,2.77,FALSE
0,2,7200,25,53,1,2.43,FALSE
8,4,4900,25,72,0,4.88,FALSE
7,2,4800,50,13,2,4.14,FALSE
0,1,3850,0,97,1,4.39,FALSE
8,1,4950,50,69,1,3.35,TRUE
2,4,4900,100,55,0,2.38,FALSE
5,2,4800,50,93,2,4.85,FALSE
0,4,8400,50,65,0,4.87,FALSE
6,2,4200,75,49,2,2.79,FALSE
1,4,7000,25,82,2,4.13,FALSE
8,2,7200,100,90,2,2.88,FALSE
3,2,7200,100,71,2,3.83,FALSE
9,1,6600,0,0,0,2.9,FALSE
6,3,5850,50,43,2,3.78,FALSE
1,3,4550,100,58,2,3.96,FALSE
8,3,7800,75,83,1,3.48,FALSE
2,3,6500,25,37,1,2.7,FALSE
7,5,6750,25,71,2,2.39,FALSE
7,1,4950,0,60,2,4.44,FALSE
8,2,4800,25,44,0,4.75,FALSE
9,4,8400,50,42,2,1.01,FALSE
2,4,4900,75,39,2,1.63,FALSE
8,4,7000,0,8,0,4.21,TRUE
1,3,4550,0,1,0,4.41,FALSE
6,3,7800,75,13,0,2.89,FALSE
1,2,6000,100,28,1,1.22,FALSE
4,5,9000,0,25,0,1.28,FALSE
8,1,6050,50,25,1,1.45,FALSE
8,2,7200,75,6,2,2.8,FALSE
5,3,5200,100,43,1,2.98,FALSE
0,4,8400,50,84,0,1.37,FALSE
7,1,6050,75,57,1,2.46,TRUE
2,1,4400,50,72,1,1.3,FALSE
8,4,8400,50,26,1,4.07,TRUE
3,2,4800,75,17,2,4.88,FALSE
0,5,9000,50,79,1,2.72,FALSE
0,3,7800,50,27,0,3.85,TRUE
5,2,6000,75,24,0,1.29,FALSE
0,5,5250,75,48,2,1.94,FALSE
0,5,5250,50,10,1,3.04,FALSE
2,3,6500,75,91,2,1.62,FALSE
9,3,5200,0,66,1,2.71,FALSE
3,1,4400,0,93,2,2.33,FALSE
1,1,4950,25,35,1,4.6,FALSE
7,5,7500,25,28,2,4.38,FALSE
8,3,5200,0,75,1,3.06,FALSE
9,5,9000,75,97,1,1.3,FALSE
8,3,4550,75,17,0,3.59,TRUE
2,5,8250,100,48,2,1.51,FALSE
8,1,4950,25,63,2,3.49,TRUE
2,1,6050,25,27,1,1.25,FALSE
3,3,5200,25,99,2,4.53,FALSE
2,2,4800,100,70,2,4.23,FALSE
1,3,4550,75,90,2,2.62,FALSE
4,3,6500,50,55,0,1.25,FALSE
1,1,5500,50,62,0,4.82,FALSE
1,5,6750,50,50,0,3.87,FALSE
8,4,4900,50,64,0,1.29,FALSE
3,3,7800,0,49,1,4.67,FALSE
3,5,8250,25,0,2,4.63,FALSE
0,5,6000,100,59,2,4.47,FALSE
0,1,6050,100,21,1,1.81,FALSE
5,4,5600,75,17,1,3.19,TRUE
6,1,4950,100,90,1,2.51,FALSE
6,2,6000,100,41,2,4.34,FALSE
5,4,6300,75,19,2,3.18,FALSE
3,2,7200,25,54,1,4.52,FALSE
5,3,6500,0,53,2,4.65,FALSE
3,4,4900,25,2,1,2.33,TRUE
8,3,5850,75,22,0,4.49,FALSE
3,4,7000,25,51,2,3.12,FALSE
8,2,4800,100,21,0,2.67,FALSE
1,3,5200,75,99,0,3.16,FALSE
7,3,7150,0,54,1,4.66,FALSE
6,3,4550,0,46,1,1.77,TRUE
3,5,9000,100,52,0,2.12,FALSE
9,1,6600,0,89,2,4.82,FALSE
4,1,4400,100,26,2,3.74,FALSE
4,3,7150,75,46,1,1.21,FALSE
3,5,9000,100,64,1,1.22,FALSE
3,5,9000,0,66,0,2.82,FALSE
7,3,5200,75,50,2,3.2,TRUE
3,3,5200,100,4,0,3.62,TRUE
0,1,5500,100,44,1,1.54,FALSE
2,4,4900,50,29,2,1.27,TRUE
7,4,6300,0,11,1,2.13,FALSE
3,4,7000,75,4,0,3.55,TRUE
5,1,3850,25,25,2,3.64,FALSE
1,5,9000,100,77,2,2.14,FALSE
8,4,7000,100,52,2,4.77,FALSE
9,2,7200,75,98,0,1.63,FALSE
6,5,6000,50,64,1,1.99,TRUE
1,5,9000,100,18,1,2.35,FALSE
4,1,6600,75,90,0,1.2,FALSE
8,2,7200,0,82,0,2.8,FALSE
3,4,4900,25,20,2,3.23,FALSE
5,4,7700,75,63,1,2.84,FALSE
5,1,4400,25,89,0,1.21,FALSE
8,4,8400,100,45,0,1.92,FALSE
8,3,5200,0,62,0,1.36,FALSE
8,5,5250,25,31,2,2.12,TRUE
3,5,6000,75,44,0,3.32,FALSE
8,4,8400,50,24,0,2.16,FALSE
5,2,6000,0,87,0,1.31,FALSE
4,1,6600,0,17,2,3.72,FALSE
9,1,4400,25,9,0,3.72,FALSE
7,4,4900,25,54,0,3.97,FALSE
5,3,6500,100,78,2,2.24,FALSE
9,3,7800,100,12,2,2.83,FALSE
9,2,4200,50,60,1,2.99,FALSE
8,4,5600,75,8,2,1.61,TRUE
6,4,7700,50,7,0,3.04,FALSE
2,5,7500,100,86,2,3.61,FALSE
3,1,6600,0,82,2,3.8,FALSE
2,2,4800,25,11,2,4.51,FALSE
9,5,6750,25,53,2,2.21,FALSE
0,1,4400,0,59,2,1.27,FALSE
2,4,6300,100,43,0,4.89,TRUE
2,2,4800,100,87,2,2.7,FALSE
4,3,7800,50,18,0,3.03,FALSE
6,2,4200,75,87,2,2.73,FALSE
8,3,5200,75,97,0,3.62,TRUE
1,2,6000,25,33,2,2.44,FALSE
0,5,5250,100,85,1,1.89,FALSE
1,2,6600,25,5,1,4.23,FALSE
1,5,6000,100,83,2,2.78,FALSE
4,5,7500,75,1,2,4.26,FALSE
5,3,7150,50,68,1,1.71,FALSE
7,1,6050,50,38,1,2.55,FALSE
8,5,7500,0,10,0,4.03,FALSE
4,1,5500,0,18,2,1.34,FALSE
7,5,9000,75,48,0,3.71,FALSE
8,3,7150,25,81,0,1.87,FALSE
5,5,5250,0,23,0,2.8,FALSE
1,3,7800,50,41,0,3.4,FALSE
2,5,5250,50,0,2,2.91,FALSE
2,2,6000,0,62,2,2.31,FALSE
8,3,5850,0,91,2,1.14,FALSE
1,4,8400,25,51,0,3.53,FALSE
6,2,7200,75,51,0,1.54,FALSE
4,2,7200,25,90,2,3.37,TRUE
5,5,7500,25,82,2,1.31,FALSE
5,5,6000,0,5,1,4.39,FALSE
8,3,5200,0,92,2,3.93,TRUE
8,2,6000,100,74,2,4.01,FALSE
0,5,8250,100,44,2,1.65,FALSE
1,4,5600,0,50,2,4.01,FALSE
4,5,9000,100,91,2,2.31,FALSE
2,5,5250,25,17,2,4.41,FALSE
8,4,8400,50,54,2,4.99,FALSE
6,4,6300,100,56,1,4.15,FALSE
9,5,8250,50,66,0,1.37,FALSE
7,4,4900,25,20,0,3.42,FALSE
8,3,7800,50,2,1,3.33,FALSE
8,2,4800,0,9,1,2.51,FALSE
7,1,4400,100,63,2,1.49,FALSE
3,3,7800,0,11,0,1.25,FALSE
1,5,6750,75,60,1,2.33,FALSE
1,2,4200,100,78,2,1.76,FALSE
3,1,5500,25,90,1,4.52,FALSE
6,3,5200,100,59,0,3.53,FALSE
1,4,5600,50,86,0,4.07,TRUE
0,3,4550,100,79,1,3.88,FALSE
0,2,4800,25,33,2,4.53,FALSE
7,3,6500,75,11,1,3.67,FALSE
2,4,6300,100,24,2,2.78,FALSE
2,2,4800,50,91,0,4.31,FALSE
4,2,6600,25,65,2,4.88,TRUE
8,1,4950,50,92,0,1.79,FALSE
2,4,8400,50,60,2,3.32,FALSE
3,2,4200,100,59,2,4.17,FALSE
7,5,9000,25,0,2,2.71,FALSE
6,1,5500,0,20,0,4.06,FALSE
9,4,7700,50,9,1,1.24,FALSE
8,4,4900,50,23,2,2.98,FALSE
1,4,6300,50,64,1,2.55,FALSE
1,2,5400,50,17,0,1.16,FALSE
0,5,9000,25,83,0,1.77,FALSE
7,4,4900,50,48,1,4.42,FALSE
5,3,6500,50,35,0,4.4,FALSE
9,4,8400,0,10,1,1,TRUE
5,3,7800,25,87,2,1.41,FALSE
2,5,8250,75,6,0,1.93,FALSE
4,3,5850,25,38,1,4.92,FALSE
0,5,9000,0,98,1,2.57,FALSE
4,4,5600,50,17,0,2.29,FALSE
3,5,7500,0,83,2,4.67,FALSE
5,2,5400,100,58,0,1.99,FALSE
1,5,5250,75,62,0,2.24,FALSE
9,1,4950,25,87,0,2.94,FALSE
0,4,7000,75,57,1,1.09,TRUE
1,1,3850,0,99,2,4.75,FALSE
1,4,7000,100,71,2,4.4,FALSE
0,4,4900,100,24,0,4.87,FALSE
7,3,7800,50,20,2,1.93,FALSE
8,5,8250,50,27,1,4.26,FALSE
9,1,4950,0,48,0,2.08,FALSE
1,5,5250,50,64,2,4.75,FALSE
7,1,4400,100,37,2,1.97,TRUE
3,4,8400,100,92,2,3.77,FALSE
0,3,7150,75,89,1,2.13,FALSE
8,3,6500,50,55,0,1.7,FALSE
2,3,7800,100,91,2,3.78,FALSE
6,4,7000,0,24,1,4.32,FALSE
9,1,6050,75,71,0,4.56,FALSE
9,3,6500,100,64,2,3.88,FALSE
6,1,4950,50,60,0,3.35,FALSE
6,2,7200,0,37,2,1.49,TRUE
4,5,6000,50,1,1,1.67,FALSE
2,2,6000,50,37,2,1.36,TRUE
1,3,5850,100,47,1,2.12,FALSE
2,3,7800,50,85,2,1.56,TRUE
2,1,5500,25,88,1,3.87,FALSE
0,1,6600,75,3,2,2.8,FALSE
3,4,4900,50,48,2,1.59,FALSE
4,3,5850,100,19,2,2.3,TRUE
2,2,4800,100,46,1,4.7,FALSE
3,2,7200,100,5,1,2.98,FALSE
8,4,8400,100,95,2,2.01,FALSE
5,4,4900,75,22,1,1.35,FALSE
3,3,7800,75,25,1,1.59,FALSE
8,3,5200,25,74,0,1.78,FALSE
1,4,5600,25,75,2,2.47,TRUE
6,2,4800,50,53,1,2.23,FALSE
6,3,6500,50,52,1,4.49,FALSE
0,4,7000,50,55,1,1.09,FALSE
8,2,6000,100,65,0,4.1,FALSE
2,2,6600,75,84,2,1.95,FALSE
5,2,7200,75,28,2,4.68,FALSE
0,2,6000,75,29,2,2.87,FALSE
0,3,7150,75,92,0,1.79,FALSE
3,3,5200,100,15,2,3.69,FALSE
0,3,7800,25,57,0,4.54,FALSE
4,4,4900,75,76,0,3.3,FALSE
6,1,6600,25,89,2,2.07,TRUE
5,2,6000,100,22,2,1.29,FALSE
7,3,4550,0,93,0,1.15,FALSE
4,3,4550,50,91,2,2.15,FALSE
6,1,4400,25,19,1,1.47,FALSE
0,3,5200,50,54,1,2.74,FALSE
1,5,6750,25,47,1,1.37,FALSE
8,5,9000,0,43,0,1.8,TRUE
3,4,5600,75,2,0,4.57,FALSE
2,3,5200,0,11,1,1.54,FALSE
2,3,7150,0,13,2,4.28,TRUE
6,4,6300,25,66,2,3.93,FALSE
8,5,5250,100,62,2,1.43,FALSE
2,3,7800,100,19,0,4.94,FALSE
0,5,9000,100,28,0,1.51,TRUE
8,2,6000,50,37,0,3.42,FALSE
2,2,5400,100,68,2,2.9,FALSE
3,1,4400,25,13,1,3.13,FALSE
3,1,6600,50,28,0,1.61,FALSE
8,2,4800,100,34,0,4.69,FALSE
2,5,9000,25,91,1,2.31,FALSE
5,4,8400,0,57,0,3.86,FALSE
7,4,8400,100,0,2,3.4,FALSE
2,5,9000,100,73,0,3.71,FALSE
8,1,4400,25,7,1,2.27,FALSE
2,5,8250,0,44,0,1.67,TRUE
3,4,7700,75,74,1,3.07,TRUE
5,3,7150,0,31,2,2.77,FALSE
1,5,6000,50,29,0,4.06,FALSE
8,5,5250,50,65,0,4.42,FALSE
8,4,8400,75,8,2,2.05,TRUE
8,1,6600,75,61,2,4.2,FALSE
1,3,7800,75,13,2,3.07,FALSE
9,4,8400,50,29,1,1.61,FALSE
1,4,8400,100,51,0,2.2,FALSE
7,5,8250,50,75,2,1.89,FALSE
3,5,9000,100,31,1,4.04,FALSE
1,4,8400,25,66,2,2.73,FALSE
3,1,4400,50,15,2,2.28,FALSE
0,3,7800,0,64,1,1.9,FALSE
6,4,7000,50,22,1,4.43,FALSE
8,3,5200,0,44,0,4.97,FALSE
7,1,6600,100,87,2,1.89,FALSE
7,2,4800,100,96,2,1.42,FALSE
9,4,6300,25,75,1,1.62,FALSE
7,3,5850,75,98,2,2.9,FALSE
3,5,9000,100,47,1,3.4,FALSE
6,3,7150,50,71,1,1.06,TRUE
7,5,9000,50,24,1,3.97,FALSE
2,4,8400,100,70,2,4.18,FALSE
2,1,6600,25,11,2,2.46,FALSE
2,3,4550,50,54,0,3.73,FALSE
7,1,6050,0,83,2,3.04,FALSE
5,3,7150,50,3,1,2.36,FALSE
7,4,7000,0,99,0,2.97,FALSE
2,4,8400,25,0,0,2.44,FALSE
0,4,6300,75,15,2,1.34,FALSE
6,2,4200,25,74,2,3.61,FALSE
9,2,4800,0,42,1,3.99,FALSE
4,5,5250,25,25,0,3.98,FALSE
0,5,5250,50,30,1,1.55,FALSE
4,2,6600,25,7,1,2.27,FALSE
5,1,4400,100,48,0,4.96,TRUE
3,3,5200,100,94,0,1.5,FALSE
3,5,5250,50,71,2,4.4,FALSE
5,2,6000,75,44,2,4.26,FALSE
7,2,5400,75,22,0,1.61,FALSE
7,4,7700,25,65,1,4.57,TRUE
2,3,6500,100,31,1,4.02,FALSE
5,4,5600,0,92,0,4.11,FALSE
4,4,7000,25,31,1,1.33,TRUE
3,3,7150,50,67,2,4.01,FALSE
2,5,9000,50,14,2,2.95,FALSE
8,4,7000,100,8,0,3.72,FALSE
9,2,5400,75,54,0,3.28,TRUE
6,4,8400,25,50,0,2.73,FALSE
0,4,8400,100,85,0,4.94,TRUE
2,5,9000,0,50,1,4.32,FALSE
7,5,8250,0,31,1,2.45,FALSE
9,5,9000,50,91,1,2.67,FALSE
8,4,4900,25,67,0,4,FALSE
0,2,6600,50,83,1,1.31,FALSE
3,3,7800,25,34,2,3.88,FALSE
6,1,3850,50,72,2,1.73,FALSE
8,1,6050,25,19,0,4.14,TRUE
4,4,7700,0,47,1,2.82,FALSE
5,1,5500,25,86,1,3.45,FALSE
8,4,6300,0,15,0,4.05,FALSE
2,1,6600,100,39,1,3.43,FALSE
8,1,3850,50,35,0,3.5,FALSE
5,3,5850,25,42,1,4.53,FALSE
4,1,6600,100,44,1,3.06,FALSE
5,5,9000,25,48,0,2.9,FALSE
9,4,8400,100,56,0,2.28,FALSE
7,1,6600,75,8,0,3.86,FALSE
5,2,7200,25,56,1,3.95,FALSE
2,2,4800,0,8,0,3.57,FALSE
3,3,5850,0,93,2,2.98,FALSE
4,4,8400,50,7,0,4.82,FALSE
5,4,8400,25,23,2,3.67,FALSE
9,2,7200,25,99,2,3.05,FALSE
7,5,7500,25,1,1,3.95,FALSE
8,4,6300,75,86,2,2.36,FALSE
6,1,5500,50,49,0,1.47,TRUE
9,4,4900,50,86,2,2.38,FALSE
0,5,8250,100,56,0,1.12,FALSE
1,5,8250,50,35,0,1.63,TRUE
5,1,5500,75,79,0,1.77,FALSE
4,1,4950,50,73,0,1.87,FALSE
0,3,5200,100,7,1,1.12,FALSE
8,2,6600,75,44,2,2.78,FALSE
5,4,6300,25,98,2,4.71,TRUE
6,2,4800,25,66,2,4.76,FALSE
3,3,5200,75,66,0,4.52,TRUE
9,2,5400,50,53,0,4.32,FALSE
8,5,8250,50,36,0,2.51,FALSE
1,1,6600,50,45,0,1.4,FALSE
1,5,5250,25,30,1,4.25,FALSE
8,2,7200,25,35,2,4.35,FALSE
6,5,6000,50,1,2,4.41,FALSE
5,5,6750,50,53,2,3.03,TRUE
1,3,7150,0,57,0,2.61,FALSE
6,5,9000,75,36,0,1.47,FALSE
7,5,8250,50,32,2,4.96,FALSE
5,2,6000,25,49,1,4.51,TRUE
9,5,9000,50,52,0,3.59,FALSE
5,2,6000,75,72,0,2.39,FALSE
2,4,8400,75,26,1,1.55,FALSE
3,5,6750,25,85,2,1.66,FALSE
9,1,4400,25,86,0,3.52,FALSE
8,5,7500,50,84,0,3.46,FALSE
8,3,5850,50,59,2,1.62,FALSE
3,1,4950,0,55,2,3.79,FALSE
6,2,7200,25,56,1,1.26,FALSE
1,2,5400,0,19,0,2.62,FALSE
5,5,7500,25,24,2,4.58,FALSE
3,4,4900,50,93,0,4.68,FALSE
8,4,8400,50,71,0,4.24,FALSE
4,5,8250,0,34,2,4.21,FALSE
0,4,8400,0,12,1,4.78,FALSE
9,2,4800,75,87,0,4.41,FALSE
7,5,9000,25,86,0,4.73,FALSE
5,4,7700,100,1,0,4.02,FALSE
2,2,7200,75,81,1,3.88,TRUE
4,2,4800,100,7,1,4.29,FALSE
4,4,7000,25,81,0,3.16,FALSE
7,4,7700,0,93,0,1.36,TRUE
4,4,6300,100,75,2,2.93,FALSE
0,3,7800,0,61,2,2.11,FALSE
0,5,9000,50,36,1,4.63,FALSE
6,1,5500,25,48,2,4.03,FALSE
9,1,5500,25,46,1,3.32,FALSE
6,1,3850,50,2,2,3.66,TRUE
5,3,7800,0,47,1,1.24,FALSE
7,1,5500,0,57,0,3.4,FALSE
0,1,6600,100,91,0,3.34,FALSE
3,1,3850,50,39,2,2.17,FALSE
7,4,7700,0,14,2,1.38,FALSE
8,3,7800,75,10,0,1.38,FALSE
4,5,9000,100,50,1,2.75,FALSE
3,4,7000,25,35,1,3.83,FALSE
5,5,6000,75,73,1,2.47,FALSE
1,4,8400,100,99,0,1.74,FALSE
5,4,5600,100,53,2,2.58,FALSE
0,4,5600,50,22,2,3.94,FALSE
4,3,4550,75,25,2,2.64,FALSE
3,3,7800,100,72,0,1.89,FALSE
7,1,6050,75,50,1,4.82,FALSE
2,1,5500,50,60,2,2.72,FALSE
4,1,6600,100,15,2,1.93,FALSE
5,1,4400,100,49,0,4.64,TRUE
9,1,3850,0,78,0,2.3,FALSE
7,5,8250,25,7,0,4.77,FALSE
3,2,4200,75,84,0,1.73,FALSE
6,5,5250,75,54,0,1.09,FALSE
9,1,6050,0,83,0,2.05,FALSE
7,4,8400,50,5,0,2.09,FALSE
5,4,7700,75,26,0,2.58,FALSE
0,2,7200,75,55,0,3.94,FALSE
8,1,4950,50,5,2,4.43,FALSE
1,1,5500,0,22,2,2.33,FALSE
6,2,4800,50,88,1,2.41,FALSE
4,1,4400,100,38,2,2.23,TRUE
2,3,4550,0,22,1,4.33,FALSE
8,1,4400,0,66,1,4.53,FALSE
0,2,6600,0,40,1,3.34,FALSE
4,5,6750,50,41,2,3.04,FALSE
2,1,6050,25,82,0,1.34,TRUE
5,4,5600,0,31,1,2.01,FALSE
1,3,5850,25,76,1,1.04,TRUE
1,3,7800,0,18,2,3.56,FALSE
7,4,8400,50,18,2,1.47,FALSE
4,3,5850,75,69,2,3.38,FALSE
5,1,6050,100,7,2,1.06,FALSE
2,4,7000,50,14,0,2.11,FALSE
1,2,6000,100,94,1,1.46,FALSE
6,3,7800,100,2,2,1.19,FALSE
9,2,4800,75,71,0,1.17,FALSE
3,4,7700,75,24,0,2.84,FALSE
8,3,4550,100,84,1,4.3,FALSE
9,4,7700,100,1,2,4.58,FALSE
6,4,6300,100,6,1,1.29,FALSE
2,3,7800,25,17,1,2.86,FALSE
0,5,9000,100,98,0,3.53,FALSE
1,2,4200,75,61,2,1.33,TRUE
9,4,4900,100,22,0,4.06,FALSE
7,1,6600,75,52,0,4.84,FALSE
0,4,4900,25,49,0,2.36,FALSE
1,3,6500,0,4,2,1.58,FALSE
3,5,7500,50,63,1,2.86,FALSE
0,2,7200,25,88,2,3.84,TRUE
6,5,9000,50,60,0,4.54,FALSE
4,4,8400,25,73,0,3.31,FALSE
8,2,4800,0,33,1,1.84,TRUE
9,4,8400,0,2,0,4.92,FALSE
6,5,9000,75,0,0,3.92,FALSE
3,3,5200,50,94,2,2.15,FALSE
4,3,5200,0,30,0,2.7,FALSE
4,2,7200,75,68,2,3.47,FALSE
0,4,5600,25,39,2,2.99,TRUE
2,2,6600,0,82,0,1.34,FALSE
7,4,7700,50,26,0,1.75,TRUE
9,3,7800,25,55,2,3.45,FALSE
8,2,4800,100,10,1,4.3,FALSE
8,3,7800,100,55,2,2.26,FALSE
7,4,8400,25,20,1,3.13,FALSE
8,5,6750,50,83,1,4.74,TRUE
9,4,8400,0,58,2,4.29,FALSE
8,4,6300,75,62,1,4.84,FALSE
8,1,4950,25,86,1,2.49,FALSE
7,4,8400,100,4,1,4.94,FALSE
2,1,6050,0,83,2,3.81,FALSE
6,3,7800,100,87,0,1.52,TRUE
2,2,4200,75,97,0,3.23,FALSE
9,3,7800,25,85,1,1.81,FALSE
7,2,4800,25,95,1,4.94,FALSE
9,5,7500,50,45,1,2.89,FALSE
2,5,9000,25,90,1,4.06,TRUE
5,4,8400,0,40,0,1.54,FALSE
2,3,4550,100,24,2,1.05,FALSE
0,3,4550,0,89,1,4.92,TRUE
4,5,9000,100,31,2,3.1,FALSE
4,2,6000,100,34,0,2.64,FALSE
1,4,5600,75,5,0,4.58,FALSE
3,2,5400,100,8,2,1.4,TRUE
6,3,7800,25,13,1,2.23,FALSE
8,1,5500,75,66,0,3.56,FALSE
9,5,5250,50,42,2,4.76,FALSE
7,2,7200,25,99,2,4.52,FALSE
9,2,7200,25,26,1,1.1,FALSE
3,4,4900,50,17,1,3.23,FALSE
8,5,8250,50,0,0,2.05,FALSE
8,5,6000,100,41,1,4.92,FALSE
9,5,6750,0,15,2,3.28,FALSE
3,2,6600,25,84,1,2.7,FALSE
2,4,8400,0,39,1,2.33,FALSE
6,5,9000,50,4,0,2.77,FALSE
6,4,8400,75,94,0,1.98,FALSE
2,2,7200,100,98,1,3.31,FALSE
0,1,4950,25,38,0,3.27,FALSE
9,2,6000,25,37,2,4.38,FALSE
4,1,6600,50,32,1,2.54,FALSE
8,2,6000,25,88,2,3.45,FALSE
5,4,7000,100,38,0,1.4,FALSE
6,5,6750,25,60,2,2.9,FALSE
5,1,4400,0,61,0,3.36,TRUE
3,4,5600,100,88,2,3.1,FALSE
0,1,6050,50,28,2,4.95,FALSE
3,1,5500,50,41,1,2.99,TRUE
4,2,7200,100,17,2,1.16,FALSE
6,2,6600,75,67,2,3.92,FALSE
4,1,3850,25,62,2,3.48,FALSE
8,5,8250,25,19,1,3.6,FALSE
9,3,7800,0,57,1,3.96,FALSE
2,1,3850,100,75,2,3.57,TRUE
2,3,7800,75,61,0,4.64,FALSE
6,3,7800,0,86,1,2.67,FALSE
1,5,9000,50,28,0,1.86,FALSE
2,5,6000,0,31,1,1.7,FALSE
0,5,6750,25,83,1,4.78,FALSE
9,2,6000,100,40,1,2.69,FALSE
6,1,5500,75,10,1,1.81,FALSE
7,5,5250,50,20,2,2.56,FALSE
4,3,4550,0,22,0,2.85,FALSE
0,5,9000,0,69,0,2.93,FALSE
8,5,6750,75,64,2,3.53,FALSE
3,4,8400,50,23,2,2.43,FALSE
8,1,4400,25,74,2,3.69,FALSE
9,3,7150,75,12,0,4.21,FALSE
2,4,7000,100,24,1,3.33,FALSE
6,5,9000,75,15,1,2.22,FALSE
1,5,8250,0,50,2,4.3,FALSE
9,3,5200,100,52,2,4.8,FALSE
2,3,7800,100,22,2,2.55,FALSE
9,3,7150,50,48,2,4.53,FALSE
8,5,9000,75,48,1,3.26,FALSE
3,5,6750,50,78,1,2.15,FALSE
6,2,5400,0,48,0,4.28,FALSE
4,4,4900,50,46,0,2.42,TRUE
7,4,8400,0,65,0,3.05,FALSE
9,2,5400,50,46,1,4.41,FALSE
3,1,4400,0,76,1,4.56,FALSE
8,5,5250,0,46,2,3.86,FALSE
6,4,8400,50,60,2,3.1,FALSE
2,5,8250,100,39,0,2.35,FALSE
3,1,6600,75,64,1,2.6,TRUE
3,3,7150,75,56,0,2.41,FALSE
8,3,7800,75,0,0,3.7,FALSE
1,2,7200,75,68,2,1.94,FALSE
8,4,7000,50,69,2,3.74,FALSE
6,5,7500,50,38,0,3.99,FALSE
1,1,5500,100,45,2,4.32,FALSE
1,4,7000,50,72,0,1.68,FALSE
0,3,7800,25,38,0,3.04,FALSE
8,4,5600,75,17,0,2.32,FALSE
8,2,6600,100,47,1,2.16,FALSE
4,4,8400,75,9,0,1.96,FALSE
6,3,7150,75,31,1,1.04,TRUE
9,3,5200,0,35,2,1.12,TRUE
7,5,8250,25,36,2,3.9,FALSE
0,4,5600,100,2,2,4.15,FALSE
2,3,5850,100,32,2,2.38,FALSE
2,2,7200,75,15,2,2.75,FALSE
6,4,8400,50,70,1,1.21,TRUE
1,1,5500,50,82,1,2.4,FALSE
7,2,6000,0,63,2,2.01,FALSE
3,5,6000,25,2,1,4.5,FALSE
0,1,5500,50,24,2,2.28,FALSE
9,1,5500,50,11,1,2.07,FALSE
4,3,4550,25,2,0,1.08,FALSE
9,1,6600,25,52,1,3.55,FALSE
0,3,6500,0,65,2,4.87,FALSE
1,5,8250,0,32,1,3.31,FALSE
3,2,6000,75,42,0,3.44,FALSE
1,3,6500,0,36,1,3.58,FALSE
7,5,9000,100,38,1,2.89,FALSE
2,5,9000,50,34,1,1.5,FALSE
6,3,5200,25,29,1,3.79,FALSE
2,2,6000,75,37,0,3.73,FALSE
0,1,3850,25,55,0,2.01,FALSE
